num_nodes,p,prob_selected,edge_method,time_mc,approximation,T,L,time_ic_apporx,rmse,pearson,spearman,auc
5000,0.0008,0.2,random_0.05,27.230045557022095,dmp_ic_fast,10,0,0.039316654205322266,0.0012337379845449485,tensor(1.0000),0.998239041123145,1.0
5000,0.0008,0.2,random_0.05,27.230045557022095,dmp_inf,10,0,0.08500957489013672,0.0012337379845449485,tensor(1.0000),0.998239041123145,1.0
5000,0.0008,0.2,random_0.05,27.230045557022095,modified_ALE,2,0,0.014418363571166992,0.0016873503218518772,tensor(1.0000),0.9977896318973781,1.0
5000,0.0008,0.2,random_0.05,27.230045557022095,ALE_heuristic,2,0,0.013062477111816406,0.01536673699791569,tensor(0.9995),0.9661120479806768,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,SWE,2,1,0.01569056510925293,0.0018082688600405009,tensor(1.0000),0.9993412910782784,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,um_IC,3,0,0.015418529510498047,0.0018087176999838413,tensor(1.0000),0.9993420761423817,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,dmp_um_fast,10,0,0.06833744049072266,0.001793520016309734,tensor(1.0000),0.999350557597309,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,Naive,3,0,0.043967247009277344,0.0018088584895640206,tensor(1.0000),0.999342036272254,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,dmp_ic_fast,10,0,0.038579463958740234,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,dmp_inf,10,0,0.16405177116394043,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,modified_ALE,2,0,0.013813495635986328,0.0046683843314329725,tensor(0.9999),0.9981502195454665,1.0
5000,0.0008,0.2,random_0.1,30.277169466018677,ALE_heuristic,2,0,0.014784097671508789,0.03151712022822134,tensor(0.9981),0.9597923770369787,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,SWE,2,1,0.014974594116210938,0.0018082688600405009,tensor(1.0000),0.9993412910782784,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,um_IC,3,0,0.014620065689086914,0.0018087176999838413,tensor(1.0000),0.9993420761423817,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,dmp_um_fast,10,0,0.06815695762634277,0.001793520016309734,tensor(1.0000),0.999350557597309,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,Naive,3,0,0.04523730278015137,0.0018088584895640206,tensor(1.0000),0.999342036272254,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,dmp_ic_fast,10,0,0.042945146560668945,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,dmp_inf,10,0,0.14391636848449707,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,modified_ALE,2,0,0.014329910278320312,0.0046683843314329725,tensor(0.9999),0.9981502195454665,1.0
5000,0.0008,0.2,random_0.1,30.293508291244507,ALE_heuristic,2,0,0.014517545700073242,0.03151712022822134,tensor(0.9981),0.9597923770369787,1.0
5000,0.0008,0.2,random_0.1,30.07564902305603,SWE,2,1,0.015161275863647461,0.0018082688600405009,tensor(1.0000),0.9993412910782784,1.0
5000,0.0008,0.2,random_0.1,30.07564902305603,um_IC,3,0,0.014965534210205078,0.0018087176999838413,tensor(1.0000),0.9993420761423817,1.0
5000,0.0008,0.2,random_0.1,30.07564902305603,dmp_um_fast,10,0,0.07013416290283203,0.001793520016309734,tensor(1.0000),0.999350557597309,1.0
5000,0.0008,0.2,random_0.1,30.07564902305603,Naive,3,0,0.04609966278076172,0.0018088584895640206,tensor(1.0000),0.999342036272254,1.0
5000,0.0008,0.2,random_0.1,30.07564902305603,dmp_ic_fast,10,0,0.039591073989868164,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,30.07564902305603,dmp_inf,10,0,0.14960169792175293,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
