num_nodes,p,prob_selected,edge_method,time_mc,approximation,time_ic_apporx,rmse,pearson,spearman,auc
10000,0.0004,0.1,random_0.1,31.035680770874023,Modified_ALE,0.03800511360168457,0.004000767534840065,tensor(0.9999),0.9971950377517823,1.0
10000,0.0004,0.1,random_0.1,31.217533826828003,Matic,0.03307676315307617,0.0015111346464310375,tensor(1.0000),0.9973374430860645,1.0
10000,0.0004,0.1,random_0.1,31.217533826828003,fixed_point,0.0771484375,0.0015274145922026825,tensor(1.0000),0.997336176493673,1.0
10000,0.0004,0.1,random_0.1,31.217533826828003,dmp,4.265833377838135,0.0014134475700634294,tensor(1.0000),0.9973447637642432,1.0
10000,0.0004,0.1,random_0.1,31.217533826828003,Srivastava,0.032215118408203125,0.0015210938676979307,tensor(1.0000),0.9973364193608105,1.0
10000,0.0004,0.1,random_0.1,31.217533826828003,ALE,0.0368952751159668,0.02049528531227183,tensor(0.9988),0.9966926200222739,1.0
10000,0.0004,0.1,random_0.1,31.217533826828003,Modified_ALE,0.03712296485900879,0.004000767534840065,tensor(0.9999),0.9971950377517823,1.0
10000,0.0004,0.1,random_0.1,31.927786827087402,Matic,0.02704167366027832,0.0015111346464310375,tensor(1.0000),0.9973374430860645,1.0
10000,0.0004,0.1,random_0.1,31.927786827087402,fixed_point,0.07785367965698242,0.0015274145922026825,tensor(1.0000),0.997336176493673,1.0
10000,0.0004,0.1,random_0.1,31.927786827087402,dmp,4.283223867416382,0.0014134475700634294,tensor(1.0000),0.9973447637642432,1.0
10000,0.0004,0.1,random_0.1,31.927786827087402,Srivastava,0.03218889236450195,0.0015210938676979307,tensor(1.0000),0.9973364193608105,1.0
10000,0.0004,0.1,random_0.1,31.927786827087402,ALE,0.03684401512145996,0.02049528531227183,tensor(0.9988),0.9966926200222739,1.0
10000,0.0004,0.1,random_0.1,31.927786827087402,Modified_ALE,0.03716468811035156,0.004000767534840065,tensor(0.9999),0.9971950377517823,1.0
10000,0.0004,0.1,random_0.1,31.16143298149109,Matic,0.025191068649291992,0.0015111346464310375,tensor(1.0000),0.9973374430860645,1.0
10000,0.0004,0.1,random_0.1,31.16143298149109,fixed_point,0.0757896900177002,0.0015274145922026825,tensor(1.0000),0.997336176493673,1.0
10000,0.0004,0.1,random_0.1,31.16143298149109,dmp,4.282709836959839,0.0014134475700634294,tensor(1.0000),0.9973447637642432,1.0
10000,0.0004,0.1,random_0.1,31.16143298149109,Srivastava,0.032039642333984375,0.0015210938676979307,tensor(1.0000),0.9973364193608105,1.0
10000,0.0004,0.1,random_0.1,31.16143298149109,ALE,0.03816819190979004,0.02049528531227183,tensor(0.9988),0.9966926200222739,1.0
10000,0.0004,0.1,random_0.1,31.16143298149109,Modified_ALE,0.037276506423950195,0.004000767534840065,tensor(0.9999),0.9971950377517823,1.0
10000,0.0004,0.1,random_0.1,31.23851752281189,Matic,0.02540111541748047,0.0015111346464310375,tensor(1.0000),0.9973374430860645,1.0
10000,0.0004,0.1,random_0.1,31.23851752281189,fixed_point,0.07707667350769043,0.0015274145922026825,tensor(1.0000),0.997336176493673,1.0
10000,0.0004,0.1,random_0.1,31.23851752281189,dmp,4.278552055358887,0.0014134475700634294,tensor(1.0000),0.9973447637642432,1.0
10000,0.0004,0.1,random_0.1,31.23851752281189,Srivastava,0.03162121772766113,0.0015210938676979307,tensor(1.0000),0.9973364193608105,1.0
10000,0.0004,0.1,random_0.1,31.23851752281189,ALE,0.03866457939147949,0.02049528531227183,tensor(0.9988),0.9966926200222739,1.0
10000,0.0004,0.1,random_0.1,31.23851752281189,Modified_ALE,0.039809226989746094,0.004000767534840065,tensor(0.9999),0.9971950377517823,1.0
